Word, Ner-Tag
Ljubljani;B-loc
Razlog;O
preduzeti;O
Stanovnik;O
Taleski;I-per
postavljenih;O
ispita;O
žrtvama;O
federacija;I-org
imenovao;O
Demetris;B-per
Carinska;O
Rodgrigez;I-per
liniju;O
civilnu;O
uprte;O
ostajemo;O
Članu;O
Zec-Peskirić;I-per
filijalama;O
Miško;B-per
Ankari;B-loc
Markovićem;I-per
radionica;I-misc
novih;O
aktivirati;O
časovima;O
analize;I-misc
promociju;O
zadržavanju;O
pogođen;O
osećaj;O
pozitivne;O
policijsku;O
Cerićeva;B-deriv-per
2005.;O
Strategijom;B-misc
napravljene;O
Boudoir;I-org
Butmiru;B-loc
bore;O
međunarodna;O
pograničnoj;O
vremenu;O
beži;O
Massive;B-org
preneta;O
Muter;I-per
slobodi;O
Poslodavci;O
svetlo;O
nemoguća;O
Srećko;B-per
Tanjug;B-org
Britanija;I-loc
Bosnu;B-loc
BRISEL;B-loc
1997.;O
društvo;O
rođene;O
svakodnevnu;O
Majski;B-misc
Lukoviću;B-per
namera;O
stavu;O
komisiji;O
uvezlo;O
Rovinju;B-loc
jedni;O
plovio;O
alkohola;O
odbacivanju;O
kamena;O
minutu;O
reagovao;O
mogao;O
pišući;O
predviđene;O
jedinici;O
generatora;O
intervencija;O
Katić;I-per
višeboju;O
Sejdiu;B-per
38;O
oktobar;O
poseti;O
Još;O
Rosin;B-per
nameštanja;O
obmanjivala;O
paljenje;O
štampaju;O
spid;O
zapošljavanje;O
pretvorio;O
Revolucionarnu;B-org
unutarpolitičkih;O
Saveta;I-misc
čest;O
dostigle;O
podnese;O
Vijetnamski;B-org
smatra;O
predstavljeni;O
Zakon;B-misc
izbeglicama;I-misc
Ekonomske;O
pojavljuju;O
specijalnoj;O
ne;O
11.;O
lava;I-misc
Slobodanom;B-per
Aleksandru;B-per
stupa;O
muzike;O
košarci;O
sudu;I-org
zastavama;O
vožena;O
preventivna;O
Osetije;B-loc
martu;O
Te;O
svote;O
Pored;O
prilikom;O
poslaniku;O
Fehmiju;I-per
razmatraće;O
osvojivši;O
ostaju;O
čine;O
stabilne;O
odgovora;O
zabeležen;O
avganistanskih;O
Salon;B-misc
okriljem;O
organizatora;O
ih;O
izabere;O
završi;O
stabilizaciji;I-misc
poljoprivredna;O
prekrivena;O
uvodni;O
Arbena;B-per
demokratsku;I-org
okviru;O
tekuće;O
trofej;O
glasanju;O
Bitići;B-per
Vrednost;O
modifikovane;O
Nadam;O
pravila;O
sporazume;O
napravljena;O
Portparol;O
prisutnima;O
Angel;B-per
trećine;O
zagađivača;O
žena;I-org
vanredno;O
konferencija;O
Razvan;B-per
komemoraciji;O
pučini;O
eksploziva;O
festivala;O
Hurijet;B-org
stanici;O
ograničiti;O
Sledećih;O
nepovoljne;O
odugovlačenja;O
osumnjičenima;O
putovanju;O
barovima;O
četvorostruka;O
odvede;O
predviđenom;O
zabrinutost;O
Češki;O
redosleda;O
Senad;B-per
hapšenja;O
1;O
druge;O
nezaposlenima;O
političara;O
razborita;O
jednom;O
otvoriće;O
meseca;O
priznata;O
dostizanje;O
Sergejem;B-per
grupno;O
Hiljade;O
Neka;O
animoziteti;O
protumačiti;O
kapije;O
otkaz;O
Belinda;B-per
kiparskim;O
izlazima;O
Bokom;I-per
mržnju;O
otpada;O
vlasnike;O
perspektivi;O
narkotika;I-org
IPA;B-org
Velčev;B-per
Asosijets;I-org
političkom;O
Ljubav;B-misc
većem;I-org
jedinstveni;O
bankarski;O
mobilizuju;O
Memetija;I-per
manjinska;O
budžetu;O
nastaju;O
preko;O
princip;O
svog;O
ilirskim;O
Petković;I-per
mogle;O
Ivanovu;I-per
vojske;O
osujete;O
Gorenje;B-org
Završen;O
agresija;O
Američka;B-org
oslabili;O
700.000;O
krivicu;O
bacala;O
razmatraju;O
fondu;O
mode;I-misc
portparol;O
napredovalo;O
čelu;O
misije;O
nacionalne;O
nepravde;O
Vots;I-per
želim;O
najjače;O
izborima;O
pripremi;O
Akropolju;B-loc
Poslovna;B-org
demonstracija;O
izvoz;O
distancama;O
hrvatskim;O
brojnim;O
Makedonijom;B-loc
izražavale;O
Sudovi;O
okonča;O
završeno;O
ratifikuje;O
Bekim;B-per
Lila;I-per
čime;O
pravdi;O
donji;O
Đinđićevo;B-deriv-per
modnih;I-org
međusobne;O
odgovarajuća;O
preduzete;O
Pretreseni;O
namerom;O
zajednicima;O
Društvo;O
Dvanaestog;O
budžetska;O
Nada;B-per
verbalnog;O
predsednici;O
svetsko;O
ruske;O
Ahern;B-per
Porodica;O
inostranstvom;O
uputi;O
mermeri;O
ustavnoj;O
rezerve;O
kolekcije;O
angažmanom;O
investicioni;O
vlažnosti;O
pojava;O
novosti;I-org
Blumberg;B-org
razmimoilazenjima;O
etike;O
činjenica;O
Valkanovska;I-per
pukovnik;O
jezičkom;O
bombi;O
krova;O
International;I-org
kraće;O
grčki;O
bugarske;O
složenog;O
lobi;O
rođenih;O
glasali;O
bezuman;O
Bećirija;I-per
FOCUS;B-org
veliki;O
Ahmeti;B-per
zakonima;O
Erdogan;B-per
gorska;O
islamsku;O
aktivnije;O
metra;O
povezano;O
Ešdaunovim;B-deriv-per
dobrosusedskih;O
penziji;O
10;I-loc
suseda;O
reagovali;O
Ramkovskom;I-per
imate;O
Teodora;B-per
ušla;O
Sekuljica;I-per
odaje;O
Osam;O
stvara;O
Dorske;O
Rijad;B-per
Makedonija;B-loc
lokalnih;O
kilometara;O
bilateralne;O
uloga;I-org
Ivanovski;I-per
sretna;O
čijem;O
kanališu;O
individualnim;O
Komunistički;O
Pedija;B-per
99;O
kolektivnog;O
rešava;O
Krasnićija;B-per
Pomoćnik;O
najznačajnijih;O
demokratizaciju;O
Reforma;O
optuženi;O
stvorio;O
nabave;O
entitetskih;O
Razgovaralo;O
privatizaciono;O
poslodavcem;O
turističkog;O
Zvonko;B-per
V.;I-per
dogodio;O
bronzanu;O
sedištem;O
zadovoljavajuću;O
Dugolija;I-per
Dimiter;B-per
Mirjane;B-per
prihvaćenim;O
Đoković;I-per
vlada;O
ATP;B-misc
Verujemo;O
ponudio;O
treba;O
Parivodić;B-per
organizovana;O
priredio;O
vakuum;O
ponašanja;O
uzastopnim;O
Adema;B-per
set;O
Grosman;I-per
sponzora;O
nekoj;O
poboljšale;O
ranijim;O
delikatno;O
Ligu;B-misc
manjim;O
umešanost;O
vođama;O
Novom;I-misc
Želimo;O
prelazima;O
Profiteri;O
sfera;O
kampuse;O
slede;O
Starosna;O
ustavne;O
najmanje;O
Pokrovitelji;O
strukturne;O
popnu;O
udvarača;O
Podravska;B-loc
otvorenog;O
Kandić;I-per
Guldiman;B-per
Nazi;I-per
sveobuhvatajućeg;O
živi;O
Dijaspora;O
Karaj;I-per
parova;O
kompjuterskih;O
sadašnjom;O
karikama;O
deljenje;O
završetka;O
sudskom;O
gotovo;O
postojećih;O
alijanse;I-org
međuspratu;O
Krug;I-org
Oljdašija;I-per
Najet;B-per
čenel;I-org
18;O
Australiji;B-loc
doprinela;O
Ivan;B-per
Junker;I-per
podsekretar;O
pratile;O
ispunjavali;O
opravdano;O
iskopavanjima;O
Jeremićem;I-per
uključi;O
sistemom;O
sekretarica;O
podoficira;O
verom;O
Pećanac;I-per
štetni;O
praznika;O
izvesne;O
putnika;O
prijavljivali;O
miroljubiva;O
miroljubivoj;O
proističu;O
prvog;O
Ulm;B-org
najčuvanijih;O
Hozea;B-per
ubijaju;O
doputuje;O
obećanje;O
runda;O
strahovanjima;O
privreda;O
nemirima;O
jak;O
odgovorni;O
četrnaestom;O
podaci;O
krug;O
režima;O
Fjužn;I-loc
pozajmljivanje;O
Džavida;B-per
čitav;O
efikasnu;O
pretpostavkom;O
Pejović;I-per
Abdela;B-per
barikadama;O
Ukoliko;O
Predstavnik;O
podmićivanja;O
trude;O
socijaldemokrata;O
Okružnog;B-org
usvajanju;O
trudnoću;O
četvorici;O
Kosovski;O
Pre;B-misc
počinioci;O
dostigao;O
Jovović;B-per
političkih;O
prištinske;O
Grdešić;B-per
politička;O
sirijskog;O
sticanje;O
predstavljena;O
sred;O
Istanbulska;B-org
bacio;O
Kofi;B-per
aranžman;O
olakšala;O
odan;O
posuđe;O
mladom;O
mišljenju;O
dnevnik;O
Srbe;B-per
najvišeg;O
odbacile;O
uhapšena;O
konkretno;O
demografske;O
piratskih;O
nastupiti;O
Crnogorci;B-per
Kosovskoj;O
Pjerika;B-per
pokret;I-org
hapšenjem;O
ozbiljnu;O
besplatno;O
ministara;I-org
grupu;O
];I-org
kompozitor;O
gost;O
činjenicom;O
preuranjeno;O
Arvaniti;I-per
perspektiva;O
misleći;O
doprli;O
verske;O
normalizacije;O
punu;O
Ivanović;I-per
Dijalog;B-misc
51;O
Galenici;B-loc
telekomunikaciona;O
Glas;B-misc
uzeli;O
izdaju;O
ludačka;O
6-4;O
Socijaldemokratske;B-org
učestalosti;O
poslovnih;I-org
nezaposlenosti;O
samoubistvo;O
Radu;I-per
očigledan;O
Petkanov;I-per
Kancelarija;B-org
turske;O
Evropskim;B-org
Rumunske;B-org
procene;O
broj;O
premeštanje;O
Diplomatski;O
brinu;O
romansa;O
pristupanje;O
Proglašenjem;O
živeli;O
očajanje;O
letnje;O
očekuje;O
boravka;O
jaja;O
Doktor;O
slanje;O
Boru;B-per
Islamske;B-org
prevaru;O
komunističku;O
90;O
Utisak;O
albansku;O
nadmeću;O
kandidati;O
Lukoil;B-org
ministar;O
vaterpolo;O
diplomatska;O
pokrenule;O
prestonici;O
najnovije;O
neuspeli;O
složio;O
svrha;O
izvestila;O
palubu;O
kritičnog;O
...;O
evro;B-org
Hopom;I-per
Paleologu;I-per
institucionalnih;O
sjaj;O
Zenice;B-loc
udružuju;O
bavi;O
rukovodioci;O
čuva;O
Kusturica;B-per
2003.;O
poručili;O
Kolev;I-per
Divcu;I-per
neootomanizam;O
okončaju;O
postali;O
mogu;O
pretvaranje;O
rasizma;O
relevantni;O
štetne;O
lokalce;O
žaljenje;O
osudio;O
operaciji;O
Viktor;B-per
karijeri;O
završavajući;O
sama;O
donošenju;O
Teme;O
studijom;O
Štajnmajer;I-per
ustavotvorne;O
Marcos;B-per
ponavljanje;O
nezavisnih;O
privremenog;O
postavili;O
ivici;O
preoteli;O
obojeni;O
optužen;O
zahtev;O
Edite;B-per
krenuti;O
slučaju;O
pošte;O
voljna;O
vraćen;O
suzavca;O
ide;O
trendu;O
odvaja;O
podeljeni;O
perja;I-misc
izričito;O
Mančevski;I-per
mreža;O
Deci;O
72-godišnjeg;O
njegovim;O
prevedeni;O
grči;O
privatizovane;O
pokret;O
diskriminatoran;O
priveden;O
stvarnosti;O
vebsajt;O
sadašnja;O
rođenja;O
klauzulom;O
posebnim;O
brzog;O
ustava;O
karijeru;O
nezakonit;O
Aleksej;B-per
Deceniju;O
linije;O
islamskih;O
radovi;O
drvo;O
NATO;I-misc
njegovih;O
korišćena;O
popularnost;O
Žan;B-per
politiku;I-org
prenesu;O
kampanji;O
karikature;O
donose;O
implementacije;O
Srbi;B-per
najbezbednijih;O
formiranim;O
autonomnih;O
privatnih;O
Opšti;O
tranziciji;O
pogođene;O
Britiš;B-org
đubriva;O
pritom;O
skupštini;I-org
Vidimo;B-misc
Balkan;I-loc
omesti;O
čestitim;O
sredine;O
bezbednosnih;O
4.;O
Nemca;B-per
Upravni;B-org
bolesti;O
predstojećih;O
uzoru;O
you;I-misc
suzavac;O
drugih;I-misc
avazu;I-org
softvera;O
imali;O
vodene;O
sredstvima;O
približavanje;O
intenzivirati;O
iskren;O
multiplikativnih;O
omogućiti;O
prestonice;O
Maneva;B-per
otpadnih;O
firmama;O
Taj;O
podne;O
dekoracija;O
porcije;O
dozvoljava;O
buduće;O
Prašina;B-misc
regulisano;O
143;O
vidi;O
izvršio;O
izbrisana;O
donosi;O
Nacionalni;B-misc
volju;O
određivanjem;O
Republiku;B-loc
nikoga;O
počinjena;O
Sefera;I-per
izraženih;O
Preduzeća;O
dvojica;O
pokrajini;O
najefikasnije;O
ograniči;O
Peres;B-per
ratno;O
Radovana;B-per
postići;O
nikne;O
iskoriste;O
žure;O
koštali;O
Famagusta;B-loc
Halenberg;I-per
velika;O
kamenice;O
?;O
NATO-a;B-org
sednica;O
poslovnim;O
balkanskih;O
trajno;O
blokada;O
kapaciteta;O
Aleji;B-loc
Bostandžijev;I-per
funkcionisao;O
Gotovinu;I-per
Rimskog;B-loc
raspada;O
izvoza;O
fotografije;I-misc
hausa;I-org
Odbegla;O
carina;O
usmeravali;O
mir;I-misc
dnevnom;O
simbol;O
sela;O
lekovi;O
očekivani;O
Balkanu;I-misc
prodato;O
Davutoglu;I-per
muslimanske;O
Drave;B-loc
protokola;O
poseduju;O
želite;O
zaplaši;O
velemajstor;O
nabolju;O
podržana;O
fantastičan;O
pružili;O
mermerima;O
pojačane;O
kazna;O
Bukumirić-Katić;B-per
zločini;I-misc
nekog;O
Gul;I-per
Gaza;I-misc
zamenu;O
Blace;B-loc
ustupio;O
teritorijalnog;O
južne;O
obaveze;O
nepošteno;O
Baroza;B-per
ekspanzije;O
videti;O
islandske;O
Cicko;I-per
ratifikovati;O
zaključi;O
pomenuo;O
INSEAD;B-org
potražnje;O
počinioca;O
postavljaju;O
blog;O
napustilo;O
emisiju;O
nelikvidnost;O
hrvatske;O
Koalicije;B-org
Otomansko;B-loc
zabrinuo;O
nedovršeno;O
prsno;O
Istraga;O
narodno;O
stvaranje;O
Fatmira;B-per
izvodile;O
gorko;O
Zahirović;I-per
britanski;O
insistirati;O
tužioca;I-org
Ambasadu;B-org
Moldavci;B-per
višestranačku;O
rasteraju;O
uložiti;O
Festivalu;B-misc
kakvom;O
domovima;O
puteve;O
Vinsent;B-per
zaključivanju;O
utakmice;O
Arabija;I-loc
klevetama;O
naplatu;O
lige;I-org
poslednji;O
pomorskim;O
porekla;O
Kadare;I-per
pravog;I-org
prebacivati;O
nikakvu;O
zakona;O
ujedini;O
najjačih;O
Uverena;O
faktora;O
održavanje;O
Šugar;I-org
januar;O
osudila;O
upravi;O
nilskog;O
Peter;I-loc
Labus;I-per
dušeci;O
demokratsko;O
Zastoj;O
Predstojeći;O
samih;O
prepusti;O
akademski;I-org
Tada;O
dinara;O
postignutog;O
iznevere;O
napredak;O
poštena;I-org
drugačije;O
travu;O
slaže;O
gol;O
Solun;I-org
izmena;O
globalnu;O
Šešelj;B-per
Nekako;O
izgubiti;O
prijavljuje;O
napadnu;O
Ljubo;B-per
proaktivan;O
ravna;O
postavljanje;O
Unija;B-org
zone;I-misc
7;O
Plojesti;B-loc
jakih;O
droge;O
neodgovorno;O
finansijskom;O
odlazeća;O
carstvo;I-loc
inače;O
Demokratske;B-org
suverenost;O
centi;O
Prodi;B-per
radnika;O
Formirano;O
nesigurnost;O
poslednjih;O
formalno;O
2008;I-misc
kloniranjem;O
efektivnih;O
muslimanskog;O
sarajevskog;O
stare;O
postalo;O
Turska;B-org
UNICEF;B-org
protiviti;O
cilj;O
ljudska;I-org
Komisiji;B-org
sirove;O
Moamera;B-per
Krajem;O
Crnoj;B-loc
taksa;O
hepatitisa;O
zarađuje;O
fokusiran;O
baš;O
Apokaliptika;B-org
Njihovo;O
duboke;O
novinska;I-org
297;O
pojačale;O
nadmetati;O
aspekata;O
gimnastici;I-misc
glavni;O
pridruživanje;O
Srba;B-per
regionalni;O
nekom;O
uspešno;O
bliskoistočne;O
finala;O
Učesnici;O
česta;O
kontinuitet;O
vlasništvu;O
bezbednosnu;I-org
kontrole;I-org
prostor;O
Smodlaka;I-per
Tim;O
kritikovan;O
blago;O
Napori;O
Crnomorska;B-org
Moldaviji;B-loc
stručnost;O
drugoj;O
konsultacija;O
hapšenjima;O
formulacija;O
mišljenje;O
Dejtonskim;B-misc
ključne;O
protektorat;O
Tražiću;O
svetlu;O
oštrinu;O
Suština;O
koja;O
ukazano;O
XP;I-misc
perje;O
kraljicom;O
Delevoja;I-per
ocenjeno;O
Servisa;I-org
Junker;B-per
Grad;O
piraterije;O
predsednikova;O
produktivnosti;O
generalnu;O
besplatnog;O
pruži;O
prestonica;I-misc
Alijansom;B-org
Izvršna;O
proglašenje;O
imovinu;O
savezna;O
PDV;O
bržem;O
Gordana;B-per
pronalazimo;O
Dete;O
Barozov;B-deriv-per
Miroslav;B-per
Sarajeva;B-loc
Srpski;B-org
Predsednica;O
sprovođenju;O
Misije;B-org
veku;O
Tadićev;B-deriv-per
kulture;O
radikalnim;O
gradnju;O
kritičan;O
Bila;O
njihovu;O
Kantacuzino;B-org
sportske;I-misc
ignorisao;O
sarajevskim;O
prezentacija;O
kolektivno;O
Procenjuje;O
Bugojnu;B-loc
pridružimo;O
krijumčari;O
pokazale;O
čete;O
prezentacije;O
sastanak;O
Blanka;B-per
banke;I-org
firmu;O
nenasilno;O
Miodraga;B-per
--;I-org
Iz;O
poginula;O
nameru;O
većina;O
Balkanske;O
ambasadorskoj;O
Srđan;B-per
svećice;O
Odustajanje;O
klima;O
optuženima;O
šahtovima;O
porukom;O
fudbalsko;I-misc
Političari;O
evro;O
se;I-misc
nemačkim;O
uprave;O
Jugoslaviju;I-org
odnositi;O
Ivanova;I-per
stend-baj;O
reputacijom;O
Bugarske;B-loc
stručnjaci;O
UNODC-u;B-org
oštećenih;O
Sumnja;O
odvodnom;O
priušti;O
Piranskog;B-loc
norlmalnosti;O
Komšić;I-per
samitu;I-misc
Tito;B-per
veličini;O
tužiće;O
Ljajić;I-per
obećava;O
obrazovnih;O
Džegeru;I-per
politika;O
baza;O
otkrivenih;O
unutrašnje;I-org
Buržea;I-per
Velić;I-per
dozvoljeni;O
razbesneli;O
Snažna;O
izvodi;O
socijalističku;O
postojala;O
pliva;O
Zotos;I-per
Pervati;B-per
njom;O
pretendente;O
slobodne;O
razotkriti;O
obalom;O
sedmoj;O
pronađene;O
podrška;O
dogovoreno;O
brojne;O
DUI;B-org
režiserom;O
široka;O
nastavi;O
Novi;B-loc
Kapija;I-loc
verskog;O
Albanijom;B-loc
vladajućom;O
1980;O
jugoslovenskog;O
paktu;O
hitne;I-org
Zato;O
jezik;O
okružen;O
nekoga;O
ideološki;O
priča;O
Eksperti;O
Međunarodnim;B-org
ispravne;O
ostalima;O
neguju;O
najtiražnije;O
uključimo;O
tempom;O
Zemlje;O
intervencije;O
15.11.2010.;O
transportnih;O
pacijentova;O
kohabitacijom;O
Muhamet;B-per
podnositi;O
načela;O
XVI;I-per
Alma;B-per
lancem;O
putovanjima;O
diplomatskom;O
40.000;O
Masiv;B-org
sindikate;O
Sociolog;O
kupovane;O
Zbignjev;B-per
govorili;O
statutima;O
Jang;I-per
Podneo;O
odmor;O
disidenta;O
istočnog;O
primio;O
promenjen;O
podvožnjaka;O
izdavanju;O
Svetozar;B-per
Matija;B-per
putnički;O
pobedili;O
londonskoj;O
ozbiljnim;O
526;O
Železnički;O
odeljenju;O
Konferencijom;O
Iggy;B-per
uspehom;O
Vasića;B-per
građanskim;O
Koridor;B-loc
sredstva;O
Preduzećemo;O
neizvesnu;O
oblast;O
ustuknula;O
Rusi;B-per
Zvanično;O
civilnim;O
odobren;O
lažnog;O
blokade;O
Emanuila;B-per
učine;O
Šef;O
falsifikovati;O
pripadnici;O
Brisela;B-loc
podrazumeva;O
Oli;B-per
BiH;O
hrvatsko-slovenačke;O
posetilac;O
rekla;O
izgradnji;O
Vlastimira;B-per
uske;O
stečene;O
Republiku;I-loc
analitičari;O
zajmove;O
Tajip;B-per
izveden;O
otežava;O
predizbornom;O
dovršen;O
parlament;B-org
stajala;O
krize;O
dugotrajni;O
liste;O
šestogodišnja;O
garantovanja;O
Štajnmajerom;I-per
Morala;O
zajednice;O
neprofitna;O
Bušati;I-per
komplikovano;O
Fabrika;O
posmatrača;O
većinski;O
kompjuterskih;I-misc
balkanske;O
kreditni;O
ujutru;O
Linda;B-per
opravdanja;O
Roanova;B-deriv-per
eventualnom;O
jedan;O
Dziceka;I-per
Nadgledanjem;O
sesiji;O
Posle;O
odvojenu;O
stekli;O
poloitiku;I-org
obnove;O
udarac;O
uvršćena;O
Atanasios;B-per
zaostavština;O
282;O
Očigledno;O
veka;I-misc
blogu;O
Projekat;B-misc
zloupotrebljavale;O
definisan;O
venčaju;O
odvija;O
policajca;O
viša;O
Henkela;I-per
pomenula;O
UEFA;I-misc
primetio;O
Troje;O
kursa;O
Slovenku;B-per
Šćiptare;I-org
zaključci;O
Bojanić;B-per
govor;O
šestomesečnim;O
Pravi;O
specijalizovanom;O
sadržaće;O
automobilsku;O
slobodnog;O
restorativna;O
ciklusa;O
protivi;O
trudeći;O
garantno;O
Velika;B-loc
Nailazila;O
nesreće;O
zaista;O
hrana;O
